Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Characteristics[set]	Characteristics[individual]	Material Type	assay name	technology type	comment[separation]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[set]	Factor Value[individual]
Internal Standard 9	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 255	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr39.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr39.raw	1	39	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
Internal Standard 10	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 255	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr39.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr39.raw	1	39	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
donor 25	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 25	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 25
donor 26	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 26	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 26
donor 27	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 27	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 27
donor 28	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 28	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 28
donor 29	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 29	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 29
donor 30	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 30	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 30
Internal Standard 7	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
Internal Standard 8	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
Internal Standard 9	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
Internal Standard 10	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 256	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr40.raw	1	40	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
donor 25	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 25	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 25
donor 26	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 26	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 26
donor 27	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 27	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 27
donor 28	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 28	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 28
donor 29	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 29	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 29
donor 30	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 30	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 30
Internal Standard 7	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
Internal Standard 8	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
Internal Standard 9	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
Internal Standard 10	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 257	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr41.raw	1	41	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
donor 25	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 25	organism part	run 258	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	1	42	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 25
donor 26	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 26	organism part	run 258	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	1	42	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 26
donor 27	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 27	organism part	run 258	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	1	42	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 27
donor 28	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 28	organism part	run 258	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	1	42	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 28
donor 29	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 29	organism part	run 258	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	1	42	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 29
donor 30	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	donor 30	organism part	run 258	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	1	42	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	donor 30
Internal Standard 7	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 258	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	1	42	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
Internal Standard 8	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	4	Internal Standard	organism part	run 258	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool4_QE1_20160731_1mg_IPG3-10_3of15ul_fr42.raw	1	42	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	4	Internal Standard
